date,q_cms,prec_mean,tmax,tmin,wind,Nat-09234500
1950-10-01,35.396,0.0378689862783373,0.7739105736683182,0.3041436518154408,0.0695093115542987,78769.0
1950-10-02,35.962337,0.0003659038018192,0.8172300209968888,0.2033483418813516,0.0136143040905043,78769.0
1950-10-03,35.962337,0.0249204093086763,0.7799612339994598,0.3030671065710053,0.0551204965993557,78769.0
1950-10-04,35.962337,0.0264424927469793,0.7689304380739959,0.3585478319732199,0.0358597729021864,78769.0
1950-10-05,37.378178,0.0010445762634839,0.8222674622657065,0.2547039563124089,0.0241696860383177,78769.0
1950-10-06,35.962337,0.0,0.8377713043631,0.2339601744252839,0.0752919051485929,78769.0
1950-10-07,34.546497,0.0,0.8502116501711653,0.2125537551500231,0.0424888657156115,78769.0
1950-10-08,34.546497,0.0016533071109513,0.8612975851478125,0.200087404536781,0.0781637208684674,78769.0
1950-10-09,34.546497,0.0007257689744419,0.8755308082677745,0.2574982543280315,0.0163546987072565,78769.0
1950-10-10,34.546497,0.0,0.8933620674243706,0.2328894078055744,0.0281492241505714,78769.0
1950-10-11,34.546497,0.0,0.9199203003386008,0.2141484674622439,0.0579751891710495,78769.0
1950-10-12,35.962337,0.0,0.904037947382728,0.2275678408404937,0.1070326432736051,78769.0
1950-10-13,35.962337,0.0001062173523721,0.8798439733321499,0.2298403601604688,0.0688198192921407,78769.0
1950-10-14,35.962337,0.0007890721946787,0.856467216721145,0.237597698288373,0.0297691861734851,78769.0
1950-10-15,35.962337,0.0008244960431403,0.8269620290863096,0.2229334714087096,0.0404067847340712,78769.0
1950-10-16,35.962337,5.346022373889821e-06,0.8457044134052526,0.1814353133163536,0.0479071703570493,78769.0
1950-10-17,34.546497,2.469664954386549e-05,0.8431947211716809,0.2446244971203309,0.0285335730235922,78769.0
1950-10-18,34.546497,1.197692294491181e-05,0.8307900130368425,0.207640557643876,0.0321943952663482,78769.0
1950-10-19,34.546497,0.0,0.8452033411026781,0.1769463773231537,0.0381706414022135,78769.0
1950-10-20,34.546497,0.0,0.8295767015939054,0.2052890614666919,0.0571411294173156,78769.0
1950-10-21,34.546497,0.0,0.8153897086349678,0.1554720571365939,0.0191158617394741,78769.0
1950-10-22,34.546497,0.0,0.8087573131248891,0.1433442487038726,0.0265203910244699,78769.0
1950-10-23,34.26333,0.0,0.776597722576555,0.1100086681455081,0.0418986138364959,78769.0
1950-10-24,33.69699,0.0,0.7722722789008188,0.14564084665131,0.0188690010589281,78769.0
1950-10-25,33.413822,0.0,0.7824338453842625,0.1276578937700524,0.0306969214945587,78769.0
1950-10-26,32.84749,0.0,0.7545447972188755,0.1318903954704613,0.0401824203463747,78769.0
1950-10-27,32.56432,0.0,0.7592802969691973,0.0937263732327326,0.0396453569076099,78769.0
1950-10-28,33.413822,0.0,0.801299269649273,0.0325080061050229,0.0328924191215938,78769.0
1950-10-29,34.26333,0.0,0.823108521448375,0.048236738670288,0.0261220945153125,78769.0
1950-10-30,34.546497,0.0,0.7994543833660387,0.0870720667585639,0.0271508664546472,78769.0
1950-10-31,36.245502,0.0,0.7547747464646255,0.0762478632051467,0.0470991494157255,78769.0
1950-11-01,36.81184,0.0,0.7070643615419545,0.0213084202064683,0.0443516607354123,79624.0
1950-11-02,37.378178,0.0,0.6848946574312318,0.0643971972851895,0.0900478365792663,79624.0
1950-11-03,37.94451,0.0,0.6222590345917406,0.0914928607790385,0.0912576798014234,79624.0
1950-11-04,37.378178,0.0,0.6275615809020092,-0.0167426743539099,0.0686270847734693,79624.0
1950-11-05,37.378178,0.0,0.6673244075752642,-0.0476956971950649,0.0220722429703151,79624.0
1950-11-06,37.378178,0.0,0.7046943241435447,-0.0198839421439358,0.0381487108727026,79624.0
1950-11-07,37.94451,0.0,0.7070075368723929,-0.0169170017628826,0.050478631309821,79624.0
1950-11-08,37.661343,0.0,0.7184389967729067,0.0012308877657175,0.0446884695287414,79624.0
1950-11-09,37.661343,0.0,0.6575707301986499,-0.0177708218395186,0.0476466686424055,79624.0
1950-11-10,31.431648,0.0,0.486621319149734,-0.1267063159900403,0.1239865332363239,79624.0
1950-11-11,30.865313,0.0,0.4174907897697912,-0.2407772507613072,0.0781902801792166,79624.0
1950-11-12,27.184128,0.0,0.4957330673010923,-0.2276058849672503,0.0357199792258472,79624.0
1950-11-13,21.718987,0.0016156392329535,0.497643447410839,-0.1382191617218354,0.0625052838008497,79624.0
1950-11-14,16.140575,0.0261033697270233,0.4521453854712247,0.0529674220466831,0.1031045715238985,79624.0
1950-11-15,24.267498,0.0514770239596173,0.4529811466992546,0.0691940959482263,0.0363163678287463,79624.0
1950-11-16,33.98016,0.0,0.5058958361476114,-0.0886576291157909,0.0674306287809362,79624.0
1950-11-17,32.56432,0.0,0.5707351127443197,-0.0963335821819417,0.0392570876115918,79624.0
1950-11-18,35.396,0.0,0.5536271699637785,-0.0632005008759417,0.044068300821048,79624.0
1950-11-19,37.661343,0.0,0.5304112583531574,0.0564339891329846,0.0840776475560687,79624.0
1950-11-20,49.271233,0.0,0.604655077305241,-0.0114239965303155,0.0389928852982801,79624.0
1950-11-21,53.518753,0.0,0.6698954996626731,-0.0152052683279319,0.0486024222253177,79624.0
1950-11-22,51.819744,0.0,0.6544306658552635,0.0130618092925574,0.0834174016114964,79624.0
1950-11-23,50.687073,0.0,0.6646709686005211,-0.0129101154780176,0.0796058081073048,79624.0
1950-11-24,47.00589,0.0,0.6537049428930588,-0.0392280464662686,0.1062655019219354,79624.0
