date,q_cms
1941-03-24,0.3398016
1941-03-25,0.3398016
1941-03-26,0.3398016
1941-03-27,0.3398016
1941-03-28,0.3398016
1941-03-29,0.3398016
1941-03-30,0.3398016
1941-03-31,0.3398016
1941-04-01,0.3681184
1941-04-02,0.3681184
1941-04-03,0.3681184
1941-04-04,0.3681184
1941-04-05,0.3681184
1941-04-06,0.3681184
1941-04-07,0.3681184
1941-04-08,0.3681184
1941-04-09,0.3681184
1941-04-10,0.3681184
1941-04-11,0.3681184
1941-04-12,0.3681184
1941-04-13,0.3681184
1941-04-14,0.3681184
1941-04-15,0.3681184
1941-04-16,0.3681184
1941-04-17,0.3681184
1941-04-18,0.3681184
1941-04-19,0.3681184
1941-04-20,0.3681184
1941-04-21,0.3964352
1941-04-22,0.3964352
1941-04-23,0.3964352
1941-04-24,0.3964352
1941-04-25,0.3964352
1941-04-26,0.3964352
1941-04-27,0.3964352
1941-04-28,0.3964352
1941-04-29,0.3964352
1941-04-30,0.3964352
1941-05-01,0.3964352
1941-05-02,0.3964352
1941-05-03,0.3964352
1941-05-04,0.3964352
1941-05-05,0.3964352
1941-05-06,0.3964352
1941-05-07,0.3964352
1941-05-08,0.3964352
1941-05-09,0.3964352
1941-05-10,0.3964352
1941-05-11,0.4530688
1941-05-12,0.4530688
1941-05-13,0.5097024
1941-05-14,0.5097024
1941-05-15,0.566336
1941-05-16,0.566336
1941-05-17,0.6229696
1941-05-18,0.6796032
1941-05-19,0.7362368
1941-05-20,0.7928704
1941-05-21,0.849504
1941-05-22,0.991088
1941-05-23,0.991088
1941-05-24,0.991088
1941-05-25,0.991088
1941-05-26,0.991088
1941-05-27,0.991088
1941-05-28,0.991088
1941-05-29,0.991088
1941-05-30,1.2459393
1941-05-31,1.2459393
1941-06-01,1.2459393
1941-06-02,1.0760384
1941-06-03,0.7362368
1941-06-04,0.7362368
1941-06-05,0.7362368
1941-06-06,0.7362368
1941-06-07,0.7362368
1941-06-08,0.6229696
1941-06-09,0.9061376
1941-06-10,0.849504
1941-06-11,0.566336
1941-06-12,0.5946528
1941-06-13,0.6512864
1941-06-14,0.7645536
1941-06-15,0.849504
1941-06-16,0.9061376
1941-06-17,0.9061376
1941-06-18,0.7645536
1941-06-19,0.6796032
1941-06-20,0.6229696
1941-06-21,0.566336
1941-06-22,0.4530688
1941-06-23,0.5946528
1941-06-24,0.6229696
1941-06-25,0.6229696
1941-06-26,0.70792
1941-06-27,0.6796032
1941-06-28,0.6796032
1941-06-29,0.6512864
1941-06-30,0.6512864
1941-07-01,0.6512864
1941-07-02,1.3875232
1941-07-03,1.982176
1941-07-04,1.982176
1941-07-05,1.9538592
1941-07-06,1.8972256
1941-07-07,1.5291072
1941-07-08,1.8972256
1941-07-09,4.8704896
1941-07-10,6.484547
1941-07-11,7.0792
1941-07-12,7.4190016
1941-07-13,7.503952
1941-07-14,7.4190016
1941-07-15,6.99425
1941-07-16,6.5694976
1941-07-17,6.3995967
1941-07-18,6.0314784
1941-07-19,5.946528
1941-07-20,6.5694976
1941-07-21,6.484547
1941-07-22,5.8898945
1941-07-23,5.493459
1941-07-24,5.266925
1941-07-25,5.606726
1941-07-26,5.1536574
1941-07-27,4.8704896
1941-07-28,4.559005
1941-07-29,4.134253
1941-07-30,3.9360352
1941-07-31,3.681184
1941-08-01,3.5112832
1941-08-02,4.5023713
1941-08-03,6.824349
1941-08-04,8.325139
1941-08-05,9.316227
1941-08-06,10.901968
1941-08-07,11.468304
1941-08-08,10.420583
1941-08-09,9.712663
1941-08-10,9.627712
1941-08-11,9.627712
1941-08-12,9.11801
1941-08-13,7.928704
1941-08-14,8.126922
1941-08-15,8.126922
1941-08-16,7.928704
1941-08-17,7.928704
1941-08-18,7.928704
1941-08-19,7.843754
1941-08-20,7.843754
1941-08-21,7.843754
1941-08-22,7.843754
1941-08-23,7.7588034
1941-08-24,7.7588034
1941-08-25,7.843754
1941-08-26,9.514444
1941-08-27,12.600976
1941-08-28,14.186717
1941-08-29,15.857408
1941-08-30,16.848495
1941-08-31,17.273249
1941-09-01,17.414831
1941-09-02,16.99008
1941-09-03,16.28216
1941-09-04,18.40592
1941-09-05,19.935028
1941-09-06,19.765127
1941-09-07,17.981169
1941-09-08,18.40592
1941-09-09,21.180967
1941-09-10,21.180967
1941-09-11,21.350866
1941-09-12,21.350866
1941-09-13,21.350866
1941-09-14,21.350866
1941-09-15,19.765127
1941-09-16,16.423744
1941-09-17,15.998992
1941-09-18,12.940778
1941-09-19,11.581572
1941-09-20,10.505533
1941-09-21,10.024147
1941-09-22,8.126922
1941-09-23,7.0792
1941-09-24,5.3518753
1941-09-25,4.6156383
1941-09-26,4.4457374
1941-09-27,4.3607874
1941-09-28,4.3041534
1941-09-29,4.24752
1941-09-30,4.3041534
1941-10-01,3.256432
1941-10-02,2.7750463
1941-10-03,2.973264
1941-10-04,2.973264
1941-10-05,2.973264
1941-10-06,2.973264
1941-10-07,2.973264
1941-10-08,3.0298977
1941-10-09,3.0865312
1941-10-10,2.973264
1941-10-11,3.256432
1941-10-12,3.7095008
