date,q_cms,prec_mean,prec_sum,tmax,tmin,wind,Nat-09109000
1966-08-04,8.098605,0.0075478087856388,313.4680466763675,0.1865996485031336,0.0873624522360332,0.0083548127435213,7612.0
1966-08-05,7.9853377,0.0002060469476038,8.5573357809335,0.1950863210870943,0.0708051817780705,0.0101921404499651,7612.0
1966-08-06,7.5889025,0.0006025558777229,25.02474815770984,0.1974874191374194,0.0707909751858655,0.0057437750715721,7612.0
1966-08-07,7.5889025,0.0013279530475443,55.15121801756322,0.2044966405764875,0.0516346825276834,0.008727128438942,7612.0
1966-08-08,7.475635,0.0080278538404192,333.4047978464514,0.1985097880401468,0.0606087021369472,0.0120720634631293,7612.0
1966-08-09,7.475635,0.0131130229311004,544.5969553515315,0.1906373555188761,0.0661385469647215,0.0276559295387008,7612.0
1966-08-10,7.192467,0.0085556864779636,355.32621511630714,0.1898697359867155,0.0582721341580826,0.0208048559751297,7612.0
1966-08-11,6.796032,0.0091337424717675,379.33345859497786,0.1931802750506381,0.0510979749744734,0.0135858753989265,7612.0
1966-08-12,6.99425,0.0129379836353513,537.3273983597755,0.182730009024741,0.0516708002069557,0.0192724713319093,7612.0
1966-08-13,6.99425,0.007463774669739,309.9780258089304,0.1870927740631945,0.0346456864101405,0.008785923243585,7612.0
1966-08-14,6.9092994,0.0155312300731408,645.0275161676109,0.1904459316752141,0.0497695697022421,0.0144227904147793,7612.0
1966-08-15,6.9092994,0.0165405579772684,686.9459133539349,0.1948898413986673,0.0435079819565203,0.0101526689025382,7612.0
1966-08-16,6.796032,0.0354368924608525,1471.729580791667,0.1902032218716886,0.0579345549491376,0.0089967407632226,7612.0
1966-08-17,6.796032,0.0176023170262731,731.0418284181505,0.1899135583445538,0.0478276466985173,0.00669107315057,7612.0
1966-08-18,6.796032,0.0228148535666657,947.5236834771932,0.1895747756416082,0.0471758444520321,0.0064163104215274,7612.0
1966-08-19,6.9092994,0.0198941701997001,826.224782563746,0.1865211530078606,0.0684293659539769,0.0121256285963388,7612.0
1966-08-20,7.3906846,0.0189832709291043,788.3942249566317,0.1750302179850963,0.0770720665828758,0.0155756955591007,7612.0
1966-08-21,7.3906846,0.0054388672212939,225.8815945675597,0.1789374203964505,0.0434181696502172,0.005921289747781,7612.0
